country,year,iso_code,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,energy_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Japan,2016,JPN,126993856.0,25.969,0.204,1202.454,-20.714,-1.693,1199.07,-19.772,-1.622,9.442,0.229,9.469,0.23,456.862,3.598,1331.716,10.486,1879.151,61146.176,66458.469,22041.17,13.664,5871.33,5590.121,31088.562,41172.285,0.46,0.004,250.608,1.973,9.908,9.658,-3.385,-0.027,27.58,0.217,19.07,0.15,460.232,3.624,5228.627,1.751,3.391,2.993,3.189,5.075,3.935,2.858,3.016,0.081,2.714,0.721,5.707,0.123,3.596,-0.074,3.833,2.126,0.002,0.029,0.032,0.001,1226.53,1258.3,129.261,10.75
Japan,2017,JPN,126662464.0,26.429,0.209,1186.802,-15.652,-1.302,1184.882,-14.188,-1.183,9.355,0.224,9.37,0.224,458.838,3.623,1310.363,10.345,1905.58,62332.98,67643.352,22500.008,14.103,6115.989,5588.2,31536.559,41783.035,0.439,0.003,244.659,1.932,9.802,9.551,-1.921,-0.015,27.42,0.216,19.18,0.151,447.996,3.537,5292.342,1.757,3.294,2.919,3.167,4.946,3.92,2.859,3.019,0.081,2.737,0.716,5.662,0.113,3.436,-0.042,3.666,2.125,0.002,0.029,0.032,0.001,1209.79,1241.56,123.56,10.411
Japan,2018,JPN,126255872.0,26.183,0.207,1141.669,-45.133,-3.803,1140.846,-44.036,-3.716,9.036,0.217,9.043,0.217,442.189,3.502,1281.39,10.149,1931.763,63474.652,68784.203,22942.195,14.531,6349.088,5587.377,31968.031,41694.16,0.428,0.003,233.099,1.846,9.49,9.238,-0.823,-0.007,26.59,0.211,18.99,0.15,431.473,3.417,5264.132,1.672,3.105,2.779,3.003,4.818,3.902,2.858,3.018,0.082,2.749,0.712,5.616,0.105,3.109,-0.019,3.517,2.123,0.002,0.03,0.033,0.001,1166.41,1198.18,139.721,12.238
Japan,2019,JPN,125791680.0,25.328,0.201,1104.54,-37.129,-3.252,1105.044,-35.802,-3.138,8.785,0.215,8.781,0.215,432.433,3.438,1250.911,9.944,1957.091,64579.191,69889.242,23374.629,14.92,6572.299,5587.881,32383.48,40868.688,0.389,0.003,223.211,1.774,9.202,8.949,0.504,0.004,26.16,0.208,18.9,0.15,415.45,3.303,5140.941,1.568,2.982,2.654,2.945,4.692,3.881,2.854,3.017,0.082,2.755,0.708,5.568,0.089,2.929,0.011,3.356,2.119,0.002,0.03,0.033,0.001,1125.76,1157.54,146.371,13.252
Japan,2020,JPN,125244760.0,24.49,0.196,1039.796,-64.744,-5.862,1041.45,-63.594,-5.755,8.315,0.219,8.302,0.218,399.226,3.188,1188.208,9.487,1981.581,65618.984,70930.695,23773.855,15.313,6794.081,5589.536,32770.344,38029.27,0.393,0.003,221.782,1.771,8.739,8.486,1.654,0.013,25.79,0.206,18.51,0.148,386.862,3.089,4762.967,1.5,2.97,2.65,2.806,4.572,3.862,2.851,3.013,0.082,2.761,0.705,5.531,0.099,2.935,0.039,3.549,2.115,0.002,0.031,0.034,0.001,1062.78,1094.56,148.412,14.273
Mexico,1990,MEX,81720424.0,10.736,0.131,317.042,-6.438,-1.99,600.646,4.012,0.672,7.35,0.455,3.88,0.24,15.895,0.194,321.419,3.933,190.762,7325.126,18039.049,403.387,285.876,1016.227,12243.076,5428.875,16141.271,1.847,0.023,52.923,0.648,5.014,5.316,283.603,3.47,101.91,1.247,38.75,0.474,235.642,2.884,1319.072,2.175,1.393,2.151,0.183,1.558,0.907,1.254,0.092,3.497,1.284,1.926,2.018,0.714,1.382,5.489,2.549,1.233,0.005,0.007,0.012,0.001,434.41,409.78,4.377,1.38
Mexico,1991,MEX,83351600.0,10.955,0.131,330.133,13.091,4.129,513.803,-86.843,-14.458,6.164,0.378,3.961,0.243,15.51,0.186,338.722,4.064,201.717,7655.26,18552.85,418.896,287.744,1071.495,12426.746,5675.407,16288.587,1.869,0.022,55.268,0.663,5.148,5.443,183.669,2.204,103.72,1.244,37.72,0.453,246.532,2.958,1357.68,2.159,1.421,1.824,0.18,1.582,0.921,1.265,0.094,3.405,1.29,1.94,2.036,0.682,1.414,3.713,2.539,1.246,0.005,0.007,0.012,0.001,453.72,429.09,8.589,2.602
Mexico,1992,MEX,84993160.0,11.751,0.138,332.78,2.647,0.802,470.589,-43.214,-8.411,5.537,0.34,3.915,0.24,14.806,0.174,346.333,4.075,213.468,7988.04,19023.439,433.703,289.635,1127.107,12564.555,5924.126,16284.947,1.891,0.022,55.612,0.654,5.084,5.373,137.809,1.621,103.25,1.215,37.76,0.444,248.72,2.926,1384.109,2.223,1.475,1.693,0.176,1.607,0.936,1.273,0.095,3.332,1.295,1.946,2.058,0.781,1.404,2.638,2.7,1.257,0.005,0.007,0.012,0.001,456.7,432.07,13.552,4.072
Mexico,1993,MEX,86648440.0,12.389,0.143,338.067,5.287,1.589,465.493,-5.096,-1.083,5.372,0.336,3.902,0.244,18.203,0.21,352.445,4.068,225.857,8326.107,19488.934,451.905,292.247,1182.173,12691.98,6173.924,15988.583,2.612,0.03,55.066,0.636,5.188,5.472,127.426,1.471,110.86,1.279,38.28,0.442,249.797,2.883,1385.386,2.247,1.483,1.667,0.214,1.633,0.95,1.28,0.098,3.274,1.298,1.95,2.078,1.116,1.354,2.484,2.71,1.269,0.005,0.007,0.013,0.001,474.12,449.49,14.377,4.253
Mexico,1994,MEX,88314416.0,13.836,0.157,351.843,13.776,4.075,486.884,21.391,4.595,5.513,0.332,3.984,0.24,20.247,0.229,364.651,4.129,239.693,8677.95,19975.816,472.153,295.054,1239.075,12827.021,6431.976,16584.426,2.806,0.032,56.902,0.644,5.392,5.671,135.041,1.529,111.75,1.265,38.51,0.436,258.052,2.922,1464.644,2.351,1.527,1.69,0.237,1.662,0.965,1.287,0.1,3.193,1.302,1.954,2.099,0.891,1.387,2.338,2.789,1.281,0.005,0.007,0.013,0.001,500.82,476.2,12.808,3.64
Mexico,1995,MEX,89969568.0,11.033,0.123,331.143,-20.7,-5.883,457.73,-29.153,-5.988,5.088,0.318,3.681,0.23,22.266,0.247,322.714,3.587,250.726,9009.093,20433.547,494.419,298.733,1295.996,12953.608,6669.219,15998.047,3.679,0.041,56.92,0.633,5.062,5.336,126.588,1.407,111.4,1.238,37.69,0.419,237.244,2.637,1439.337,1.773,1.408,1.57,0.253,1.667,0.976,1.293,0.103,3.123,1.304,1.956,2.112,1.127,1.352,2.245,2.54,1.291,0.005,0.008,0.013,0.001,480.09,455.46,-8.429,-2.545
Mexico,1996,MEX,91586560.0,12.272,0.134,341.765,10.622,3.208,453.648,-4.082,-0.892,4.953,0.307,3.732,0.231,25.197,0.275,338.772,3.699,262.998,9350.857,20887.195,519.616,303.441,1358.741,13065.491,6906.062,16125.593,4.708,0.051,62.745,0.685,5.189,5.451,111.884,1.222,112.67,1.23,37.96,0.414,236.842,2.586,1476.888,1.932,1.409,1.5,0.279,1.677,0.987,1.297,0.106,3.06,1.309,1.955,2.123,1.343,1.427,1.866,2.462,1.301,0.005,0.008,0.014,0.001,499.27,475.27,-2.993,-0.876
Mexico,1997,MEX,93183088.0,12.907,0.139,362.68,20.915,6.12,492.079,38.43,8.471,5.281,0.325,3.892,0.24,25.574,0.274,375.014,4.024,275.905,9713.537,21379.275,545.19,309.666,1424.513,13194.891,7158.263,16233.624,6.225,0.067,65.772,0.706,5.355,5.615,129.399,1.389,116.29,1.248,37.98,0.408,252.202,2.707,1512.699,1.953,1.487,1.544,0.285,1.688,1.0,1.301,0.109,3.015,1.317,1.953,2.136,1.764,1.49,1.73,2.582,1.312,0.005,0.008,0.014,0.001,523.23,498.99,12.334,3.401
Mexico,1998,MEX,94767288.0,13.412,0.142,381.308,18.628,5.136,522.594,30.515,6.201,5.514,0.332,4.024,0.242,26.267,0.277,398.907,4.209,289.318,10094.845,21901.867,571.457,315.931,1495.601,13336.177,7422.538,16610.916,6.266,0.066,71.088,0.75,5.528,5.873,141.286,1.491,123.17,1.3,41.65,0.439,264.274,2.789,1574.172,2.037,1.567,1.714,0.301,1.702,1.014,1.309,0.113,2.978,1.327,1.956,2.151,1.861,1.585,2.292,2.671,1.324,0.006,0.008,0.015,0.001,556.56,523.9,17.6,4.616
Mexico,1999,MEX,96334808.0,13.901,0.144,386.27,4.963,1.301,507.452,-15.142,-2.898,5.268,0.318,4.01,0.242,26.003,0.27,407.858,4.234,303.219,10481.115,22409.32,597.461,321.091,1565.404,13457.357,7693.941,16578.275,5.159,0.054,69.803,0.725,5.321,5.609,121.181,1.258,117.94,1.224,39.61,0.411,271.403,2.817,1597.065,2.013,1.555,1.646,0.293,1.714,1.027,1.315,0.116,2.936,1.335,1.956,2.166,1.563,1.519,2.018,2.678,1.335,0.006,0.008,0.015,0.001,540.36,512.6,21.588,5.589
Mexico,2000,MEX,97873448.0,14.567,0.149,391.725,5.455,1.412,518.63,11.178,2.203,5.299,0.306,4.002,0.231,26.7,0.273,439.719,4.493,317.786,10872.84,22927.949,624.16,326.474,1646.605,13584.263,7957.815,17300.662,5.383,0.055,81.202,0.83,5.513,5.797,126.905,1.297,120.77,1.234,39.81,0.407,263.874,2.696,1693.276,2.019,1.536,1.68,0.29,1.726,1.039,1.321,0.119,2.893,1.35,1.959,2.178,1.55,1.716,2.361,2.567,1.344,0.006,0.009,0.015,0.001,567.4,539.61,47.994,12.252
Mexico,2001,MEX,99394288.0,14.059,0.141,407.731,16.006,4.086,514.238,-4.392,-0.847,5.174,0.306,4.102,0.243,30.638,0.308,448.769,4.515,331.845,11280.571,23442.188,654.799,331.043,1729.492,13690.771,8233.393,16898.289,4.57,0.046,82.887,0.834,5.44,4.777,106.507,1.072,118.49,1.192,39.04,0.393,275.577,2.773,1679.593,1.865,1.588,1.674,0.331,1.732,1.052,1.328,0.123,2.849,1.364,1.961,2.191,1.361,1.743,2.115,2.661,1.352,0.006,0.009,0.016,0.001,474.84,540.75,41.038,10.065
Mexico,2002,MEX,100917080.0,14.548,0.144,410.506,2.775,0.681,510.31,-3.928,-0.764,5.057,0.297,4.068,0.239,34.701,0.344,452.845,4.487,346.393,11691.076,23952.496,689.5,334.77,1821.663,13790.574,8498.751,17044.275,3.727,0.037,92.171,0.913,5.452,4.808,99.804,0.989,121.85,1.207,38.03,0.377,265.359,2.629,1720.058,1.861,1.564,1.613,0.358,1.737,1.065,1.333,0.127,2.803,1.384,1.96,2.201,1.148,1.879,1.853,2.567,1.359,0.006,0.009,0.016,0.001,485.25,550.23,42.339,10.314
Mexico,2003,MEX,102429344.0,14.65,0.143,436.18,25.674,6.254,528.815,18.505,3.626,5.163,0.304,4.258,0.251,42.458,0.415,451.527,4.408,361.043,12127.257,24481.312,731.958,338.743,1923.566,13883.21,8771.946,16996.574,3.973,0.039,101.903,0.995,5.612,4.999,92.635,0.904,127.85,1.248,39.76,0.388,273.195,2.667,1740.948,1.703,1.578,1.579,0.403,1.735,1.077,1.337,0.132,2.756,1.407,1.957,2.211,1.153,2.005,1.588,2.573,1.366,0.006,0.009,0.016,0.001,512.07,574.86,15.347,3.519
Mexico,2004,MEX,103945816.0,15.346,0.148,438.8,2.62,0.601,518.596,-10.219,-1.932,4.989,0.281,4.221,0.238,37.882,0.364,470.17,4.523,376.389,12566.056,24999.908,769.84,341.932,2029.213,13963.006,9048.683,17731.264,3.189,0.031,105.647,1.016,5.633,4.997,79.796,0.768,127.43,1.226,37.0,0.356,276.736,2.662,1843.091,1.708,1.533,1.525,0.348,1.734,1.088,1.341,0.136,2.707,1.429,1.953,2.219,0.931,2.008,1.479,2.513,1.371,0.006,0.01,0.017,0.001,519.4,585.56,31.371,7.149
Mexico,2005,MEX,105442400.0,16.674,0.158,463.644,24.844,5.662,535.211,16.615,3.204,5.076,0.265,4.397,0.23,46.808,0.444,490.333,4.65,393.062,13029.7,25535.119,816.648,345.456,2134.729,14034.572,9339.806,19153.719,3.524,0.033,105.516,1.001,5.763,5.153,71.567,0.679,129.38,1.227,40.17,0.381,291.123,2.761,2019.614,1.73,1.567,1.552,0.405,1.734,1.1,1.344,0.142,2.661,1.448,1.95,2.23,1.013,1.963,1.463,2.621,1.377,0.006,0.01,0.017,0.001,543.34,607.69,26.689,5.756
Mexico,2006,MEX,106886792.0,17.818,0.167,474.744,11.1,2.394,550.285,15.074,2.816,5.148,0.269,4.442,0.232,50.288,0.47,504.696,4.722,410.88,13504.444,26085.402,866.936,349.468,2252.666,14110.112,9624.494,19171.469,4.012,0.038,117.937,1.103,5.875,5.268,75.54,0.707,131.7,1.232,39.22,0.367,284.689,2.663,2049.177,1.695,1.551,1.535,0.412,1.732,1.112,1.348,0.147,2.622,1.473,1.946,2.238,1.154,2.127,1.443,2.539,1.383,0.006,0.01,0.017,0.001,563.12,628.01,29.952,6.309
Mexico,2007,MEX,108302976.0,18.973,0.175,473.748,-0.996,-0.21,516.628,-33.657,-6.116,4.77,0.25,4.374,0.229,45.84,0.423,497.758,4.596,429.853,13978.191,26602.031,912.776,354.479,2369.94,14152.993,9911.144,19098.814,5.012,0.046,117.274,1.083,5.909,5.304,42.88,0.396,131.82,1.217,39.92,0.369,286.649,2.647,2068.458,1.68,1.504,1.433,0.358,1.73,1.122,1.349,0.152,2.593,1.494,1.94,2.246,1.46,2.047,0.941,2.548,1.389,0.006,0.01,0.018,0.001,574.42,639.93,24.01,5.068
Mexico,2008,MEX,109684496.0,18.638,0.17,473.107,-0.641,-0.135,490.214,-26.414,-5.113,4.469,0.228,4.313,0.22,40.784,0.372,505.167,4.606,448.491,14451.299,27092.244,953.56,361.2,2488.507,14170.1,10199.541,19633.797,6.721,0.061,118.567,1.081,5.864,5.271,17.106,0.156,132.58,1.209,39.36,0.359,288.397,2.629,2153.523,1.63,1.477,1.333,0.309,1.725,1.131,1.349,0.155,2.579,1.512,1.93,2.254,2.008,2.012,0.361,2.574,1.394,0.007,0.011,0.018,0.001,578.16,643.16,32.06,6.776
Mexico,2009,MEX,111049424.0,17.863,0.161,460.417,-12.69,-2.682,454.493,-35.721,-7.287,4.093,0.215,4.146,0.217,40.813,0.368,485.903,4.376,466.354,14911.718,27546.738,994.374,366.768,2611.94,14164.176,10472.282,19065.637,5.568,0.05,123.433,1.112,5.696,5.111,-5.924,-0.053,131.83,1.187,39.91,0.359,272.741,2.456,2117.228,1.52,1.462,1.237,0.313,1.717,1.139,1.347,0.158,2.558,1.534,1.915,2.259,1.685,2.147,-0.113,2.488,1.399,0.007,0.011,0.018,0.001,567.53,632.55,25.486,5.535
Mexico,2010,MEX,112532400.0,17.046,0.151,456.597,-3.82,-0.83,460.935,6.442,1.417,4.096,0.217,4.057,0.215,51.054,0.454,495.318,4.402,483.4,15368.313,28007.674,1045.428,371.465,2736.061,14168.514,10731.96,18870.824,4.697,0.042,124.122,1.103,5.778,5.193,4.338,0.039,132.88,1.181,40.06,0.356,259.679,2.308,2123.579,1.358,1.371,1.198,0.366,1.701,1.144,1.344,0.163,2.531,1.55,1.902,2.26,1.376,2.004,0.084,2.292,1.402,0.007,0.011,0.019,0.001,584.34,650.22,38.72,8.48
Mexico,2011,MEX,114150480.0,17.771,0.156,483.405,26.807,5.871,457.64,-3.295,-0.715,4.009,0.206,4.235,0.218,56.041,0.491,537.657,4.71,501.17,15851.719,28465.314,1101.469,377.839,2866.768,14142.75,11004.473,19447.846,6.374,0.056,130.707,1.145,5.885,6.028,-25.764,-0.226,136.28,1.194,43.3,0.379,272.512,2.387,2219.981,1.317,1.404,1.154,0.38,1.683,1.151,1.341,0.168,2.513,1.568,1.886,2.264,1.773,2.051,-0.494,2.401,1.405,0.007,0.011,0.019,0.001,688.09,671.74,54.253,11.223
Mexico,2012,MEX,115755912.0,18.411,0.159,501.569,18.164,3.758,471.128,13.487,2.947,4.07,0.21,4.333,0.224,49.223,0.425,548.456,4.738,519.582,16353.288,28936.441,1150.692,385.889,3002.494,14112.309,11294.631,19349.783,8.05,0.07,135.727,1.173,5.861,5.99,-30.441,-0.263,134.98,1.166,41.82,0.361,290.158,2.507,2239.852,1.33,1.436,1.17,0.33,1.668,1.158,1.338,0.171,2.503,1.586,1.868,2.27,2.134,2.087,-0.57,2.524,1.408,0.007,0.011,0.02,0.001,693.4,678.45,46.888,9.348
Mexico,2013,MEX,117290680.0,17.437,0.149,495.485,-6.084,-1.213,460.741,-10.387,-2.205,3.928,0.206,4.224,0.221,49.977,0.426,557.006,4.749,537.019,16848.773,29397.182,1200.669,393.989,3144.771,14077.563,11572.325,19108.689,8.1,0.069,142.277,1.213,5.659,5.799,-34.744,-0.296,129.36,1.103,43.8,0.373,277.695,2.368,2241.271,1.208,1.406,1.149,0.333,1.647,1.164,1.334,0.175,2.494,1.605,1.852,2.272,2.101,2.177,-0.715,2.397,1.41,0.007,0.012,0.02,0.001,680.12,663.76,61.521,12.416
Mexico,2014,MEX,118755888.0,18.259,0.154,484.114,-11.371,-2.295,633.081,172.341,37.405,5.331,0.284,4.077,0.217,48.944,0.412,548.534,4.619,555.278,17332.887,30030.264,1249.613,403.122,3283.274,14226.531,11841.6,18757.031,9.133,0.077,138.503,1.166,5.549,5.668,148.968,1.254,136.75,1.152,42.27,0.356,269.275,2.267,2227.508,1.218,1.365,1.556,0.326,1.628,1.169,1.338,0.178,2.49,1.621,1.859,2.273,2.36,2.084,2.857,2.317,1.413,0.007,0.012,0.02,0.001,673.09,659.02,64.42,13.307
Mexico,2015,MEX,120149896.0,19.16,0.159,479.52,-4.594,-0.949,712.46,79.378,12.538,5.93,0.323,3.991,0.218,44.114,0.367,539.292,4.488,574.438,17812.406,30742.725,1293.727,412.517,3431.251,14459.471,12100.474,18335.252,9.394,0.078,147.977,1.232,5.612,5.737,232.94,1.939,144.09,1.199,41.18,0.343,258.874,2.155,2202.979,1.326,1.352,1.734,0.301,1.616,1.173,1.345,0.181,2.489,1.639,1.875,2.271,2.445,2.181,4.137,2.178,1.416,0.007,0.012,0.021,0.001,689.34,674.27,59.772,12.465
Mexico,2016,MEX,121519224.0,20.599,0.17,479.79,0.27,0.056,804.675,92.215,12.943,6.622,0.357,3.948,0.213,47.621,0.392,528.772,4.351,595.037,18292.195,31547.398,1341.348,421.039,3582.706,14784.356,12352.066,18538.975,8.522,0.07,151.455,1.246,5.619,5.749,324.885,2.674,144.11,1.186,44.31,0.365,251.592,2.07,2252.842,1.389,1.353,2.009,0.332,1.607,1.177,1.357,0.184,2.485,1.656,1.906,2.267,2.277,2.173,7.064,2.095,1.42,0.007,0.012,0.021,0.001,698.62,682.79,48.982,10.209
Mexico,2017,MEX,122839256.0,20.877,0.17,465.621,-14.169,-2.953,711.126,-93.548,-11.626,5.789,0.31,3.79,0.203,48.53,0.395,516.627,4.206,615.914,18757.816,32258.525,1389.877,428.162,3725.958,15029.861,12597.906,18689.648,7.123,0.058,143.251,1.166,5.533,5.668,245.505,1.999,142.25,1.158,44.98,0.366,245.84,2.001,2295.823,1.388,1.292,1.752,0.335,1.599,1.18,1.364,0.186,2.47,1.668,1.926,2.262,1.838,2.012,5.378,2.012,1.422,0.007,0.013,0.021,0.001,696.29,679.73,51.006,10.955
Mexico,2018,MEX,124013864.0,20.864,0.168,470.286,4.665,1.002,752.269,41.143,5.786,6.066,0.332,3.792,0.208,47.313,0.382,522.517,4.213,636.778,19228.104,33010.793,1437.191,435.522,3891.864,15311.846,12826.749,18269.648,7.36,0.059,165.906,1.338,5.25,5.374,281.983,2.274,142.61,1.15,43.61,0.352,228.842,1.845,2265.69,1.332,1.279,1.832,0.321,1.588,1.182,1.372,0.189,2.455,1.685,1.952,2.253,1.807,2.213,6.58,1.865,1.422,0.007,0.013,0.022,0.002,666.45,651.04,52.231,11.106
Mexico,2019,MEX,125085312.0,19.498,0.156,468.322,-1.964,-0.418,773.325,21.056,2.799,6.182,0.345,3.744,0.209,45.268,0.362,514.544,4.114,656.276,19696.426,33784.121,1482.459,443.952,4048.964,15616.848,13064.774,17903.295,8.43,0.067,157.1,1.256,5.274,5.411,305.003,2.438,143.91,1.15,45.03,0.36,238.026,1.903,2239.439,1.207,1.264,1.857,0.308,1.573,1.184,1.38,0.191,2.443,1.697,1.979,2.246,1.936,2.061,6.634,1.923,1.423,0.007,0.013,0.022,0.002,676.87,659.74,46.222,9.87
Mexico,2020,MEX,125998296.0,20.65,0.164,442.289,-26.033,-5.559,760.773,-12.552,-1.623,6.038,0.369,3.51,0.214,33.705,0.268,468.585,3.719,676.926,20138.715,34544.895,1516.164,454.794,4232.427,15935.332,13258.402,16382.68,10.842,0.086,183.464,1.456,4.701,4.834,318.484,2.528,144.58,1.147,44.49,0.353,193.628,1.537,2064.19,1.265,1.263,1.936,0.237,1.562,1.185,1.389,0.192,2.448,1.72,2.009,2.238,2.721,2.428,7.415,1.776,1.422,0.007,0.013,0.023,0.002,609.07,592.32,26.296,5.945
South Korea,1990,KOR,44120040.0,15.873,0.36,250.511,27.0,12.08,246.122,26.897,12.269,5.578,0.231,5.678,0.235,94.308,2.138,320.594,7.266,181.308,3119.261,3272.34,1425.195,0.0,22.438,211.406,1487.37,24162.186,0.0,0.0,6.433,0.146,6.361,5.399,-4.389,-0.099,24.25,0.55,7.73,0.175,130.947,2.968,1066.037,3.216,1.101,0.882,1.084,1.481,0.386,0.227,0.326,0.0,0.028,0.033,0.553,0.0,0.168,-0.085,1.416,0.333,0.001,0.002,0.003,0.0,238.21,280.64,70.083,27.976
South Korea,1991,KOR,44487412.0,18.962,0.426,275.688,25.177,10.05,271.039,24.917,10.124,6.092,0.225,6.197,0.229,94.094,2.115,342.027,7.688,200.27,3394.949,3543.379,1519.289,0.0,29.88,206.757,1639.041,27100.135,0.0,0.0,7.441,0.167,6.942,5.989,-4.65,-0.105,24.45,0.55,7.88,0.177,151.671,3.409,1205.615,3.737,1.187,0.962,1.092,1.57,0.408,0.242,0.341,0.0,0.036,0.032,0.588,0.0,0.19,-0.094,1.562,0.342,0.001,0.002,0.003,0.0,266.42,308.85,66.338,24.063
South Korea,1992,KOR,44703708.0,21.129,0.473,299.905,24.217,8.784,295.965,24.926,9.196,6.621,0.218,6.709,0.221,91.32,2.043,395.205,8.841,221.399,3694.855,3839.344,1610.609,0.0,39.613,202.816,1813.012,30416.184,0.0,0.0,9.733,0.218,7.478,6.529,-3.941,-0.088,24.55,0.549,10.21,0.228,173.971,3.892,1359.716,3.997,1.329,1.065,1.086,1.667,0.433,0.257,0.354,0.0,0.046,0.031,0.63,0.0,0.246,-0.075,1.889,0.352,0.001,0.002,0.003,0.0,291.85,334.28,95.299,31.776
South Korea,1993,KOR,44932856.0,24.7,0.55,330.174,30.269,10.093,325.823,29.858,10.088,7.251,0.219,7.348,0.221,99.62,2.217,403.755,8.986,246.1,4025.029,4165.167,1710.229,0.0,51.772,198.465,2002.439,33184.629,0.0,0.0,12.159,0.271,8.144,7.2,-4.351,-0.097,24.69,0.549,10.45,0.233,189.427,4.216,1491.08,4.481,1.448,1.167,1.17,1.779,0.459,0.274,0.369,0.0,0.057,0.03,0.674,0.0,0.299,-0.085,2.055,0.363,0.001,0.002,0.004,0.0,323.52,365.95,73.581,22.286
South Korea,1994,KOR,45165784.0,26.84,0.594,355.695,25.521,7.73,350.457,24.634,7.561,7.759,0.218,7.875,0.221,101.801,2.254,425.599,9.423,272.94,4380.724,4515.624,1812.031,0.0,67.957,193.227,2209.012,35601.617,0.0,0.0,16.186,0.358,8.728,7.788,-5.238,-0.116,24.98,0.553,10.95,0.242,206.573,4.574,1607.975,4.561,1.544,1.216,1.189,1.893,0.487,0.291,0.384,0.0,0.071,0.029,0.721,0.0,0.395,-0.091,2.232,0.374,0.001,0.002,0.004,0.0,351.76,394.19,69.904,19.653
South Korea,1995,KOR,45393416.0,28.105,0.619,383.665,27.971,7.864,377.225,26.768,7.638,8.31,0.215,8.452,0.218,105.3,2.32,451.629,9.949,301.044,4764.389,4892.849,1917.331,0.0,87.531,186.787,2435.091,38704.719,0.0,0.0,19.574,0.431,9.41,8.475,-6.44,-0.142,25.13,0.554,11.85,0.261,226.079,4.98,1756.939,4.516,1.631,1.293,1.196,2.001,0.516,0.31,0.399,0.0,0.088,0.028,0.771,0.0,0.465,-0.114,2.421,0.386,0.001,0.003,0.004,0.0,384.7,427.13,67.963,17.714
South Korea,1996,KOR,45660164.0,28.309,0.62,420.996,37.331,9.73,414.345,37.119,9.84,9.075,0.214,9.22,0.217,122.689,2.687,490.829,10.75,329.353,5185.385,5307.193,2040.02,0.0,113.39,180.135,2674.562,42497.312,0.0,0.0,25.859,0.566,9.97,9.041,-6.651,-0.146,25.76,0.564,12.45,0.273,239.471,5.245,1940.434,4.457,1.736,1.37,1.36,2.101,0.547,0.329,0.417,0.0,0.109,0.027,0.822,0.0,0.588,-0.111,2.489,0.399,0.001,0.003,0.004,0.0,412.8,455.23,69.833,16.588
South Korea,1997,KOR,45962392.0,29.32,0.638,444.968,23.972,5.694,438.421,24.076,5.811,9.539,0.206,9.681,0.209,133.313,2.9,497.886,10.832,358.673,5630.353,5745.614,2173.333,0.0,144.818,173.588,2920.632,46366.664,0.0,0.0,31.427,0.684,10.468,9.545,-6.547,-0.142,26.06,0.567,13.55,0.295,246.07,5.354,2131.123,4.437,1.824,1.375,1.485,2.195,0.579,0.35,0.436,0.0,0.134,0.026,0.872,0.0,0.712,-0.088,2.519,0.412,0.001,0.003,0.004,0.0,438.7,481.13,52.919,11.893
South Korea,1998,KOR,46250260.0,22.879,0.495,378.038,-66.93,-15.042,372.239,-66.182,-15.095,8.048,0.191,8.174,0.194,137.598,2.975,360.761,7.8,381.552,6008.391,6117.853,2310.931,0.0,174.217,167.79,3104.219,42134.332,0.0,0.0,29.399,0.636,8.992,8.075,-5.799,-0.125,24.41,0.528,13.3,0.288,183.586,3.969,1948.724,3.475,1.554,1.221,1.575,2.245,0.603,0.366,0.456,0.0,0.155,0.025,0.9,0.0,0.655,-0.094,1.856,0.423,0.001,0.003,0.005,0.0,373.45,415.88,-17.277,-4.57
South Korea,1999,KOR,46520448.0,23.719,0.51,410.519,32.481,8.592,407.679,35.44,9.521,8.763,0.192,8.824,0.193,145.635,3.131,436.197,9.376,405.272,6418.909,6525.533,2456.566,0.0,210.014,164.95,3304.847,45648.047,0.0,0.0,35.797,0.769,9.754,8.842,-2.84,-0.061,24.15,0.519,14.15,0.304,200.628,4.313,2123.568,3.435,1.653,1.322,1.643,2.291,0.629,0.383,0.476,0.0,0.179,0.024,0.931,0.0,0.779,-0.047,1.979,0.434,0.001,0.003,0.005,0.0,411.34,453.77,25.679,6.255
