country     ,year ,iso_code ,population   ,cement_co2 ,cement_co2_per_capita ,co2       ,co2_growth_abs ,co2_growth_prct ,co2_including_luc ,co2_including_luc_growth_abs ,co2_including_luc_growth_prct ,co2_including_luc_per_capita ,co2_including_luc_per_unit_energy ,co2_per_capita ,co2_per_unit_energy ,coal_co2 ,coal_co2_per_capita ,cumulative_cement_co2 ,cumulative_co2 ,cumulative_co2_including_luc ,cumulative_coal_co2 ,cumulative_flaring_co2 ,cumulative_gas_co2 ,cumulative_luc_co2 ,cumulative_oil_co2 ,energy_per_capita ,flaring_co2 ,flaring_co2_per_capita ,gas_co2 ,gas_co2_per_capita ,land_use_change_co2 ,land_use_change_co2_per_capita ,methane ,methane_per_capita ,nitrous_oxide ,nitrous_oxide_per_capita ,oil_co2  ,oil_co2_per_capita ,primary_energy_consumption ,share_global_cement_co2 ,share_global_co2 ,share_global_co2_including_luc ,share_global_coal_co2 ,share_global_cumulative_cement_co2 ,share_global_cumulative_co2 ,share_global_cumulative_co2_including_luc ,share_global_cumulative_coal_co2 ,share_global_cumulative_flaring_co2 ,share_global_cumulative_gas_co2 ,share_global_cumulative_luc_co2 ,share_global_cumulative_oil_co2 ,share_global_flaring_co2 ,share_global_gas_co2 ,share_global_luc_co2 ,share_global_oil_co2
India       ,2010 ,IND      ,1240613632.0 ,    86.029 ,                0.069 , 1677.337 ,65.121         ,4.039           ,         1795.778 ,100.682                      ,5.94                          ,                       1.447 ,                            0.288 ,         1.352 ,              0.269 ,1015.983 ,              0.819 ,             1292.755 ,     31759.996 ,                   70046.414 ,          20592.225 ,               135.192 ,          1240.676 ,         40980.875 ,          8499.151 ,         5033.775 ,      1.704 ,                 0.001 ,134.121 ,             0.108 ,118.441             ,0.095                          , 663.02 ,             0.534 ,       243.09 ,                   0.196 , 439.5   ,             0.354 ,                  6244.97  ,                  6.856 ,           5.036 ,                         4.666 ,                7.288 ,                             4.548 ,                      2.365 ,                                    3.362 ,                           3.206 ,                              0.921 ,                          0.703 ,                          5.503 ,                          1.79  ,                   0.499 ,               2.166 ,2.288                ,               3.879
India       ,2011 ,IND      ,1257621248.0 ,    91.314 ,                0.073 , 1764.712 ,87.375         ,5.209           ,         1862.452 ,66.674                       ,3.713                         ,                       1.481 ,                            0.283 ,         1.403 ,              0.268 ,1074.385 ,              0.854 ,             1384.069 ,     33524.711 ,                   71908.867 ,          21666.609 ,               137.84  ,          1376.936 ,         41078.617 ,          8959.256 ,         5236.977 ,      2.648 ,                 0.002 ,136.26  ,             0.108 ,97.74               ,0.078                          , 668.18 ,             0.531 ,       248.68 ,                   0.198 , 460.104 ,             0.366 ,                  6586.134 ,                  6.768 ,           5.125 ,                         4.697 ,                7.293 ,                             4.649 ,                      2.434 ,                                    3.387 ,                           3.298 ,                              0.917 ,                          0.753 ,                          5.477 ,                          1.843 ,                   0.737 ,               2.138 ,1.873                ,               4.054
India       ,2012 ,IND      ,1274487168.0 ,   100.237 ,                0.079 , 1925.7   ,160.987        ,9.123           ,         2086.577 ,224.125                      ,12.034                        ,                       1.637 ,                            0.301 ,         1.511 ,              0.277 ,1206.452 ,              0.947 ,             1484.307 ,     35450.41  ,                   73995.445 ,          22873.061 ,               141.432 ,          1502.541 ,         41239.492 ,          9449.069 ,         5447.341 ,      3.592 ,                 0.003 ,125.605 ,             0.099 ,160.877             ,0.126                          , 670.17 ,             0.526 ,       249.89 ,                   0.196 , 489.814 ,             0.384 ,                  6942.567 ,                  7.242 ,           5.512 ,                         5.18  ,                8.099 ,                             4.764 ,                      2.51  ,                                    3.421 ,                           3.404 ,                              0.918 ,                          0.793 ,                          5.46  ,                          1.899 ,                   0.952 ,               1.932 ,3.01                 ,               4.26
India       ,2013 ,IND      ,1291132032.0 ,   107.82  ,                0.084 , 1995.098 ,69.398         ,3.604           ,         2212.392 ,125.815                      ,6.03                          ,                       1.714 ,                            0.308 ,         1.545 ,              0.278 ,1276.383 ,              0.989 ,             1592.126 ,     37445.508 ,                   76207.844 ,          24149.445 ,               144.698 ,          1613.23  ,         41456.789 ,          9946.01  ,         5555.548 ,      3.266 ,                 0.003 ,110.689 ,             0.086 ,217.294             ,0.168                          , 672.31 ,             0.521 ,       248.01 ,                   0.192 , 496.94  ,             0.385 ,                  7172.946 ,                  7.472 ,           5.663 ,                         5.518 ,                8.515 ,                             4.884 ,                      2.587 ,                                    3.459 ,                           3.516 ,                              0.916 ,                          0.823 ,                          5.454 ,                          1.953 ,                   0.847 ,               1.693 ,4.472                ,               4.29
India       ,2014 ,IND      ,1307246464.0 ,   115.825 ,                0.089 , 2148.344 ,153.246        ,7.681           ,         2247.754 ,35.363                       ,1.598                         ,                       1.719 ,                            0.294 ,         1.643 ,              0.281 ,1407.057 ,              1.076 ,             1707.951 ,     39593.852 ,                   78455.594 ,          25556.5   ,               148.227 ,          1722.698 ,         41556.199 ,         10458.475 ,         5857.284 ,      3.529 ,                 0.003 ,109.467 ,             0.084 ,99.411              ,0.076                          , 676.35 ,             0.517 ,       250.28 ,                   0.191 , 512.465 ,             0.392 ,                  7656.914 ,                  7.724 ,           6.057 ,                         5.525 ,                9.377 ,                             5.009 ,                      2.67  ,                                    3.496 ,                           3.641 ,                              0.916 ,                          0.85  ,                          5.429 ,                          2.008 ,                   0.912 ,               1.647 ,1.907                ,               4.41
India       ,2015 ,IND      ,1322866560.0 ,   117.508 ,                0.089 , 2234.219 ,85.876         ,3.997           ,         2386.868 ,139.113                      ,6.189                         ,                       1.804 ,                            0.301 ,         1.689 ,              0.282 ,1449.587 ,              1.096 ,             1825.459 ,     41828.074 ,                   80842.469 ,          27006.088 ,               152.365 ,          1829.568 ,         41708.844 ,         11014.592 ,         5988.833 ,      4.137 ,                 0.003 ,106.871 ,             0.081 ,152.648             ,0.115                          , 680.55 ,             0.514 ,       253.66 ,                   0.192 , 556.117 ,             0.42  ,                  7922.428 ,                  8.135 ,           6.3   ,                         5.808 ,                9.887 ,                             5.136 ,                      2.754 ,                                    3.538 ,                           3.769 ,                              0.919 ,                          0.874 ,                          5.41  ,                          2.068 ,                   1.077 ,               1.575 ,2.711                ,               4.679
India       ,2016 ,IND      ,1338636288.0 ,   123.281 ,                0.092 , 2354.658 ,120.439        ,5.391           ,         2519.178 ,132.31                       ,5.543                         ,                       1.882 ,                            0.304 ,         1.759 ,              0.284 ,1499.401 ,              1.12  ,             1948.741 ,     44182.73  ,                   83361.633 ,          28505.49  ,               156.121 ,          1943.191 ,         41873.363 ,         11629.188 ,         6184.25  ,      3.756 ,                 0.003 ,113.622 ,             0.085 ,164.52              ,0.123                          , 686.7  ,             0.513 ,       253.42 ,                   0.189 , 614.597 ,             0.459 ,                  8278.461 ,                  8.314 ,           6.64  ,                         6.289 ,               10.467 ,                             5.263 ,                      2.843 ,                                    3.585 ,                           3.9   ,                              0.921 ,                          0.898 ,                          5.399 ,                          2.135 ,                   1.004 ,               1.63  ,3.577                ,               5.119
India       ,2017 ,IND      ,1354195712.0 ,   121.047 ,                0.089 , 2426.607 ,71.949         ,3.056           ,         2547.878 ,28.7                         ,1.139                         ,                       1.881 ,                            0.296 ,         1.792 ,              0.282 ,1551.256 ,              1.146 ,             2069.788 ,     46609.336 ,                   85909.523 ,          30056.744 ,               158.944 ,          2062.113 ,         41994.637 ,         12261.747 ,         6346.354 ,      2.823 ,                 0.002 ,118.922 ,             0.088 ,121.271             ,0.09                           , 690.35 ,             0.51  ,       259.3  ,                   0.191 , 632.558 ,             0.467 ,                  8594.206 ,                  8.046 ,           6.736 ,                         6.277 ,               10.706 ,                             5.372 ,                      2.931 ,                                    3.631 ,                           4.033 ,                              0.917 ,                          0.923 ,                          5.383 ,                          2.202 ,                   0.729 ,               1.67  ,2.657                ,               5.177
India       ,2018 ,IND      ,1369003264.0 ,   138.965 ,                0.102 , 2593.058 ,166.451        ,6.859           ,         2718.08  ,170.203                      ,6.68                          ,                       1.985 ,                            0.299 ,         1.894 ,              0.286 ,1668.318 ,              1.219 ,             2208.753 ,     49202.395 ,                   88627.594 ,          31725.062 ,               161.434 ,          2188.314 ,         42119.66  ,         12918.831 ,         6633.665 ,      2.49  ,                 0.002 ,126.201 ,             0.092 ,125.022             ,0.091                          , 698.39 ,             0.51  ,       265.4  ,                   0.194 , 657.084 ,             0.48  ,                  9081.509 ,                  8.875 ,           7.053 ,                         6.621 ,               11.33  ,                             5.509 ,                      3.024 ,                                    3.682 ,                           4.174 ,                              0.91  ,                          0.948 ,                          5.369 ,                          2.269 ,                   0.611 ,               1.683 ,2.918                ,               5.356
India       ,2019 ,IND      ,1383112064.0 ,   143.664 ,                0.104 , 2612.888 ,19.83          ,0.765           ,         2708.915 ,-9.166                       ,-0.337                        ,                       1.959 ,                            0.291 ,         1.889 ,              0.281 ,1661.94  ,              1.202 ,             2352.417 ,     51815.281 ,                   91336.516 ,          33387.0   ,               163.888 ,          2316.99  ,         42215.688 ,         13594.984 ,         6731.805 ,      2.454 ,                 0.002 ,128.676 ,             0.093 ,96.027              ,0.069                          , 698.12 ,             0.505 ,       272.13 ,                   0.197 , 676.154 ,             0.489 ,                  9310.841 ,                  8.891 ,           7.054 ,                         6.506 ,               11.318 ,                             5.64  ,                      3.114 ,                                    3.73  ,                           4.309 ,                              0.902 ,                          0.971 ,                          5.35  ,                          2.337 ,                   0.564 ,               1.688 ,2.089                ,               5.463
India       ,2020 ,IND      ,1396387072.0 ,   122.908 ,                0.088 , 2421.552 ,-191.336       ,-7.323          ,         2494.395 ,-214.52                      ,-7.919                        ,                       1.786 ,                            0.283 ,         1.734 ,              0.275 ,1561.799 ,              1.118 ,             2475.325 ,     54236.836 ,                   93830.906 ,          34948.801 ,               166.694 ,          2444.984 ,         42288.523 ,         14201.029 ,         6317.096 ,      2.806 ,                 0.002 ,127.994 ,             0.092 ,72.843              ,0.052                          , 698.5  ,             0.5   ,       279.92 ,                   0.2   , 606.045 ,             0.434 ,                  8821.111 ,                  7.526 ,           6.917 ,                         6.347 ,               10.979 ,                             5.711 ,                      3.192 ,                                    3.772 ,                           4.43  ,                              0.897 ,                          0.993 ,                          5.33  ,                          2.397 ,                   0.704 ,               1.694 ,1.696                ,               5.56
India       ,2021 ,IND      ,1407563904.0 ,   149.033 ,                0.106 , 2674.222 ,252.67         ,10.434          ,         2725.703 ,231.308                      ,9.273                         ,                       1.936 ,                            0.284 ,         1.9   ,              0.279 ,1767.297 ,              1.256 ,             2624.359 ,     56911.059 ,                   96556.617 ,          36716.098 ,               169.465 ,          2578.176 ,         42340.008 ,         14822.958 ,         6809.62  ,      2.772 ,                 0.002 ,133.192 ,             0.095 ,51.481              ,0.037                          ,        ,                   ,              ,                         , 621.928 ,             0.442 ,                  9584.976 ,                  8.806 ,           7.264 ,                         6.626 ,               11.796 ,                             5.827 ,                      3.279 ,                                    3.818 ,                           4.567 ,                              0.893 ,                          1.015 ,                          5.308 ,                          2.454 ,                   0.687 ,               1.681 ,1.191                ,               5.401
India       ,2022 ,IND      ,1417173120.0 ,   164.323 ,                0.116 , 2829.644 ,155.422        ,5.812           ,         2864.052 ,138.349                      ,5.076                         ,                       2.021 ,                            0.283 ,         1.997 ,              0.28  ,1854.258 ,              1.308 ,             2788.681 ,     59740.699 ,                   99420.656 ,          38570.355 ,               172.389 ,          2702.185 ,         42374.418 ,         15507.09  ,         7143.406 ,      2.924 ,                 0.002 ,124.009 ,             0.088 ,34.408              ,0.024                          ,        ,                   ,              ,                         , 684.131 ,             0.483 ,                 10123.443 ,                 10.235 ,           7.617 ,                         6.908 ,               12.184 ,                             5.979 ,                      3.37  ,                                    3.868 ,                           4.708 ,                              0.89  ,                          1.032 ,                          5.284 ,                          2.518 ,                   0.736 ,               1.6   ,0.798                ,               5.76
Mexico      ,1990 ,MEX      ,  81720424.0 ,    10.736 ,                0.131 ,  317.042 ,-6.438         ,-1.99           ,          600.646 ,4.012                        ,0.672                         ,                       7.35  ,                            0.455 ,         3.88  ,              0.24  ,  15.895 ,              0.194 ,              190.762 ,      7325.126 ,                   18039.049 ,            403.387 ,               285.876 ,          1016.227 ,         12243.076 ,          5428.875 ,        16141.271 ,      1.847 ,                 0.023 , 52.923 ,             0.648 ,283.603             ,3.47                           , 101.91 ,             1.247 ,        38.75 ,                   0.474 , 235.642 ,             2.884 ,                  1319.072 ,                  2.175 ,           1.393 ,                         2.151 ,                0.183 ,                             1.558 ,                      0.907 ,                                    1.254 ,                           0.092 ,                              3.497 ,                          1.284 ,                          1.926 ,                          2.018 ,                   0.714 ,               1.382 ,5.489                ,               2.549
Mexico      ,1991 ,MEX      ,  83351600.0 ,    10.955 ,                0.131 ,  330.133 ,13.091         ,4.129           ,          513.803 ,-86.843                      ,-14.458                       ,                       6.164 ,                            0.378 ,         3.961 ,              0.243 ,  15.51  ,              0.186 ,              201.717 ,      7655.26  ,                   18552.85  ,            418.896 ,               287.744 ,          1071.495 ,         12426.746 ,          5675.407 ,        16288.587 ,      1.869 ,                 0.022 , 55.268 ,             0.663 ,183.669             ,2.204                          , 103.72 ,             1.244 ,        37.72 ,                   0.453 , 246.532 ,             2.958 ,                  1357.68  ,                  2.159 ,           1.421 ,                         1.824 ,                0.18  ,                             1.582 ,                      0.921 ,                                    1.265 ,                           0.094 ,                              3.405 ,                          1.29  ,                          1.94  ,                          2.036 ,                   0.682 ,               1.414 ,3.713                ,               2.539
Mexico      ,1992 ,MEX      ,  84993160.0 ,    11.751 ,                0.138 ,  332.78  ,2.647          ,0.802           ,          470.589 ,-43.214                      ,-8.411                        ,                       5.537 ,                            0.34  ,         3.915 ,              0.24  ,  14.806 ,              0.174 ,              213.468 ,      7988.04  ,                   19023.439 ,            433.703 ,               289.635 ,          1127.107 ,         12564.555 ,          5924.126 ,        16284.947 ,      1.891 ,                 0.022 , 55.612 ,             0.654 ,137.809             ,1.621                          , 103.25 ,             1.215 ,        37.76 ,                   0.444 , 248.72  ,             2.926 ,                  1384.109 ,                  2.223 ,           1.475 ,                         1.693 ,                0.176 ,                             1.607 ,                      0.936 ,                                    1.273 ,                           0.095 ,                              3.332 ,                          1.295 ,                          1.946 ,                          2.058 ,                   0.781 ,               1.404 ,2.638                ,               2.7
Mexico      ,1993 ,MEX      ,  86648440.0 ,    12.389 ,                0.143 ,  338.067 ,5.287          ,1.589           ,          465.493 ,-5.096                       ,-1.083                        ,                       5.372 ,                            0.336 ,         3.902 ,              0.244 ,  18.203 ,              0.21  ,              225.857 ,      8326.107 ,                   19488.934 ,            451.905 ,               292.247 ,          1182.173 ,         12691.98  ,          6173.924 ,        15988.583 ,      2.612 ,                 0.03  , 55.066 ,             0.636 ,127.426             ,1.471                          , 110.86 ,             1.279 ,        38.28 ,                   0.442 , 249.797 ,             2.883 ,                  1385.386 ,                  2.247 ,           1.483 ,                         1.667 ,                0.214 ,                             1.633 ,                      0.95  ,                                    1.28  ,                           0.098 ,                              3.274 ,                          1.298 ,                          1.95  ,                          2.078 ,                   1.116 ,               1.354 ,2.484                ,               2.71
Mexico      ,1994 ,MEX      ,  88314416.0 ,    13.836 ,                0.157 ,  351.843 ,13.776         ,4.075           ,          486.884 ,21.391                       ,4.595                         ,                       5.513 ,                            0.332 ,         3.984 ,              0.24  ,  20.247 ,              0.229 ,              239.693 ,      8677.95  ,                   19975.816 ,            472.153 ,               295.054 ,          1239.075 ,         12827.021 ,          6431.976 ,        16584.426 ,      2.806 ,                 0.032 , 56.902 ,             0.644 ,135.041             ,1.529                          , 111.75 ,             1.265 ,        38.51 ,                   0.436 , 258.052 ,             2.922 ,                  1464.644 ,                  2.351 ,           1.527 ,                         1.69  ,                0.237 ,                             1.662 ,                      0.965 ,                                    1.287 ,                           0.1   ,                              3.193 ,                          1.302 ,                          1.954 ,                          2.099 ,                   0.891 ,               1.387 ,2.338                ,               2.789
Mexico      ,1995 ,MEX      ,  89969568.0 ,    11.033 ,                0.123 ,  331.143 ,-20.7          ,-5.883          ,          457.73  ,-29.153                      ,-5.988                        ,                       5.088 ,                            0.318 ,         3.681 ,              0.23  ,  22.266 ,              0.247 ,              250.726 ,      9009.093 ,                   20433.547 ,            494.419 ,               298.733 ,          1295.996 ,         12953.608 ,          6669.219 ,        15998.047 ,      3.679 ,                 0.041 , 56.92  ,             0.633 ,126.588             ,1.407                          , 111.4  ,             1.238 ,        37.69 ,                   0.419 , 237.244 ,             2.637 ,                  1439.337 ,                  1.773 ,           1.408 ,                         1.57  ,                0.253 ,                             1.667 ,                      0.976 ,                                    1.293 ,                           0.103 ,                              3.123 ,                          1.304 ,                          1.956 ,                          2.112 ,                   1.127 ,               1.352 ,2.245                ,               2.54
Mexico      ,1996 ,MEX      ,  91586560.0 ,    12.272 ,                0.134 ,  341.765 ,10.622         ,3.208           ,          453.648 ,-4.082                       ,-0.892                        ,                       4.953 ,                            0.307 ,         3.732 ,              0.231 ,  25.197 ,              0.275 ,              262.998 ,      9350.857 ,                   20887.195 ,            519.616 ,               303.441 ,          1358.741 ,         13065.491 ,          6906.062 ,        16125.593 ,      4.708 ,                 0.051 , 62.745 ,             0.685 ,111.884             ,1.222                          , 112.67 ,             1.23  ,        37.96 ,                   0.414 , 236.842 ,             2.586 ,                  1476.888 ,                  1.932 ,           1.409 ,                         1.5   ,                0.279 ,                             1.677 ,                      0.987 ,                                    1.297 ,                           0.106 ,                              3.06  ,                          1.309 ,                          1.955 ,                          2.123 ,                   1.343 ,               1.427 ,1.866                ,               2.462
Mexico      ,1997 ,MEX      ,  93183088.0 ,    12.907 ,                0.139 ,  362.68  ,20.915         ,6.12            ,          492.079 ,38.43                        ,8.471                         ,                       5.281 ,                            0.325 ,         3.892 ,              0.24  ,  25.574 ,              0.274 ,              275.905 ,      9713.537 ,                   21379.275 ,            545.19  ,               309.666 ,          1424.513 ,         13194.891 ,          7158.263 ,        16233.624 ,      6.225 ,                 0.067 , 65.772 ,             0.706 ,129.399             ,1.389                          , 116.29 ,             1.248 ,        37.98 ,                   0.408 , 252.202 ,             2.707 ,                  1512.699 ,                  1.953 ,           1.487 ,                         1.544 ,                0.285 ,                             1.688 ,                      1.0   ,                                    1.301 ,                           0.109 ,                              3.015 ,                          1.317 ,                          1.953 ,                          2.136 ,                   1.764 ,               1.49  ,1.73                 ,               2.582
Mexico      ,1998 ,MEX      ,  94767288.0 ,    13.412 ,                0.142 ,  381.308 ,18.628         ,5.136           ,          522.594 ,30.515                       ,6.201                         ,                       5.514 ,                            0.332 ,         4.024 ,              0.242 ,  26.267 ,              0.277 ,              289.318 ,     10094.845 ,                   21901.867 ,            571.457 ,               315.931 ,          1495.601 ,         13336.177 ,          7422.538 ,        16610.916 ,      6.266 ,                 0.066 , 71.088 ,             0.75  ,141.286             ,1.491                          , 123.17 ,             1.3   ,        41.65 ,                   0.439 , 264.274 ,             2.789 ,                  1574.172 ,                  2.037 ,           1.567 ,                         1.714 ,                0.301 ,                             1.702 ,                      1.014 ,                                    1.309 ,                           0.113 ,                              2.978 ,                          1.327 ,                          1.956 ,                          2.151 ,                   1.861 ,               1.585 ,2.292                ,               2.671
Mexico      ,1999 ,MEX      ,  96334808.0 ,    13.901 ,                0.144 ,  386.27  ,4.963          ,1.301           ,          507.452 ,-15.142                      ,-2.898                        ,                       5.268 ,                            0.318 ,         4.01  ,              0.242 ,  26.003 ,              0.27  ,              303.219 ,     10481.115 ,                   22409.32  ,            597.461 ,               321.091 ,          1565.404 ,         13457.357 ,          7693.941 ,        16578.275 ,      5.159 ,                 0.054 , 69.803 ,             0.725 ,121.181             ,1.258                          , 117.94 ,             1.224 ,        39.61 ,                   0.411 , 271.403 ,             2.817 ,                  1597.065 ,                  2.013 ,           1.555 ,                         1.646 ,                0.293 ,                             1.714 ,                      1.027 ,                                    1.315 ,                           0.116 ,                              2.936 ,                          1.335 ,                          1.956 ,                          2.166 ,                   1.563 ,               1.519 ,2.018                ,               2.678
Mexico      ,2000 ,MEX      ,  97873448.0 ,    14.567 ,                0.149 ,  391.725 ,5.455          ,1.412           ,          518.63  ,11.178                       ,2.203                         ,                       5.299 ,                            0.306 ,         4.002 ,              0.231 ,  26.7   ,              0.273 ,              317.786 ,     10872.84  ,                   22927.949 ,            624.16  ,               326.474 ,          1646.605 ,         13584.263 ,          7957.815 ,        17300.662 ,      5.383 ,                 0.055 , 81.202 ,             0.83  ,126.905             ,1.297                          , 120.77 ,             1.234 ,        39.81 ,                   0.407 , 263.874 ,             2.696 ,                  1693.276 ,                  2.019 ,           1.536 ,                         1.68  ,                0.29  ,                             1.726 ,                      1.039 ,                                    1.321 ,                           0.119 ,                              2.893 ,                          1.35  ,                          1.959 ,                          2.178 ,                   1.55  ,               1.716 ,2.361                ,               2.567
Mexico      ,2001 ,MEX      ,  99394288.0 ,    14.059 ,                0.141 ,  407.731 ,16.006         ,4.086           ,          514.238 ,-4.392                       ,-0.847                        ,                       5.174 ,                            0.306 ,         4.102 ,              0.243 ,  30.638 ,              0.308 ,              331.845 ,     11280.571 ,                   23442.188 ,            654.799 ,               331.043 ,          1729.492 ,         13690.771 ,          8233.393 ,        16898.289 ,      4.57  ,                 0.046 , 82.887 ,             0.834 ,106.507             ,1.072                          , 118.49 ,             1.192 ,        39.04 ,                   0.393 , 275.577 ,             2.773 ,                  1679.593 ,                  1.865 ,           1.588 ,                         1.674 ,                0.331 ,                             1.732 ,                      1.052 ,                                    1.328 ,                           0.123 ,                              2.849 ,                          1.364 ,                          1.961 ,                          2.191 ,                   1.361 ,               1.743 ,2.115                ,               2.661
Mexico      ,2002 ,MEX      , 100917080.0 ,    14.548 ,                0.144 ,  410.506 ,2.775          ,0.681           ,          510.31  ,-3.928                       ,-0.764                        ,                       5.057 ,                            0.297 ,         4.068 ,              0.239 ,  34.701 ,              0.344 ,              346.393 ,     11691.076 ,                   23952.496 ,            689.5   ,               334.77  ,          1821.663 ,         13790.574 ,          8498.751 ,        17044.275 ,      3.727 ,                 0.037 , 92.171 ,             0.913 ,99.804              ,0.989                          , 121.85 ,             1.207 ,        38.03 ,                   0.377 , 265.359 ,             2.629 ,                  1720.058 ,                  1.861 ,           1.564 ,                         1.613 ,                0.358 ,                             1.737 ,                      1.065 ,                                    1.333 ,                           0.127 ,                              2.803 ,                          1.384 ,                          1.96  ,                          2.201 ,                   1.148 ,               1.879 ,1.853                ,               2.567
Mexico      ,2003 ,MEX      , 102429344.0 ,    14.65  ,                0.143 ,  436.18  ,25.674         ,6.254           ,          528.815 ,18.505                       ,3.626                         ,                       5.163 ,                            0.304 ,         4.258 ,              0.251 ,  42.458 ,              0.415 ,              361.043 ,     12127.257 ,                   24481.312 ,            731.958 ,               338.743 ,          1923.566 ,         13883.21  ,          8771.946 ,        16996.574 ,      3.973 ,                 0.039 ,101.903 ,             0.995 ,92.635              ,0.904                          , 127.85 ,             1.248 ,        39.76 ,                   0.388 , 273.195 ,             2.667 ,                  1740.948 ,                  1.703 ,           1.578 ,                         1.579 ,                0.403 ,                             1.735 ,                      1.077 ,                                    1.337 ,                           0.132 ,                              2.756 ,                          1.407 ,                          1.957 ,                          2.211 ,                   1.153 ,               2.005 ,1.588                ,               2.573
Mexico      ,2004 ,MEX      , 103945816.0 ,    15.346 ,                0.148 ,  438.8   ,2.62           ,0.601           ,          518.596 ,-10.219                      ,-1.932                        ,                       4.989 ,                            0.281 ,         4.221 ,              0.238 ,  37.882 ,              0.364 ,              376.389 ,     12566.056 ,                   24999.908 ,            769.84  ,               341.932 ,          2029.213 ,         13963.006 ,          9048.683 ,        17731.264 ,      3.189 ,                 0.031 ,105.647 ,             1.016 ,79.796              ,0.768                          , 127.43 ,             1.226 ,        37.0  ,                   0.356 , 276.736 ,             2.662 ,                  1843.091 ,                  1.708 ,           1.533 ,                         1.525 ,                0.348 ,                             1.734 ,                      1.088 ,                                    1.341 ,                           0.136 ,                              2.707 ,                          1.429 ,                          1.953 ,                          2.219 ,                   0.931 ,               2.008 ,1.479                ,               2.513
Mexico      ,2005 ,MEX      , 105442400.0 ,    16.674 ,                0.158 ,  463.644 ,24.844         ,5.662           ,          535.211 ,16.615                       ,3.204                         ,                       5.076 ,                            0.265 ,         4.397 ,              0.23  ,  46.808 ,              0.444 ,              393.062 ,     13029.7   ,                   25535.119 ,            816.648 ,               345.456 ,          2134.729 ,         14034.572 ,          9339.806 ,        19153.719 ,      3.524 ,                 0.033 ,105.516 ,             1.001 ,71.567              ,0.679                          , 129.38 ,             1.227 ,        40.17 ,                   0.381 , 291.123 ,             2.761 ,                  2019.614 ,                  1.73  ,           1.567 ,                         1.552 ,                0.405 ,                             1.734 ,                      1.1   ,                                    1.344 ,                           0.142 ,                              2.661 ,                          1.448 ,                          1.95  ,                          2.23  ,                   1.013 ,               1.963 ,1.463                ,               2.621
Mexico      ,2006 ,MEX      , 106886792.0 ,    17.818 ,                0.167 ,  474.744 ,11.1           ,2.394           ,          550.285 ,15.074                       ,2.816                         ,                       5.148 ,                            0.269 ,         4.442 ,              0.232 ,  50.288 ,              0.47  ,              410.88  ,     13504.444 ,                   26085.402 ,            866.936 ,               349.468 ,          2252.666 ,         14110.112 ,          9624.494 ,        19171.469 ,      4.012 ,                 0.038 ,117.937 ,             1.103 ,75.54               ,0.707                          , 131.7  ,             1.232 ,        39.22 ,                   0.367 , 284.689 ,             2.663 ,                  2049.177 ,                  1.695 ,           1.551 ,                         1.535 ,                0.412 ,                             1.732 ,                      1.112 ,                                    1.348 ,                           0.147 ,                              2.622 ,                          1.473 ,                          1.946 ,                          2.238 ,                   1.154 ,               2.127 ,1.443                ,               2.539
Mexico      ,2007 ,MEX      , 108302976.0 ,    18.973 ,                0.175 ,  473.748 ,-0.996         ,-0.21           ,          516.628 ,-33.657                      ,-6.116                        ,                       4.77  ,                            0.25  ,         4.374 ,              0.229 ,  45.84  ,              0.423 ,              429.853 ,     13978.191 ,                   26602.031 ,            912.776 ,               354.479 ,          2369.94  ,         14152.993 ,          9911.144 ,        19098.814 ,      5.012 ,                 0.046 ,117.274 ,             1.083 ,42.88               ,0.396                          , 131.82 ,             1.217 ,        39.92 ,                   0.369 , 286.649 ,             2.647 ,                  2068.458 ,                  1.68  ,           1.504 ,                         1.433 ,                0.358 ,                             1.73  ,                      1.122 ,                                    1.349 ,                           0.152 ,                              2.593 ,                          1.494 ,                          1.94  ,                          2.246 ,                   1.46  ,               2.047 ,0.941                ,               2.548
Mexico      ,2008 ,MEX      , 109684496.0 ,    18.638 ,                0.17  ,  473.107 ,-0.641         ,-0.135          ,          490.214 ,-26.414                      ,-5.113                        ,                       4.469 ,                            0.228 ,         4.313 ,              0.22  ,  40.784 ,              0.372 ,              448.491 ,     14451.299 ,                   27092.244 ,            953.56  ,               361.2   ,          2488.507 ,         14170.1   ,         10199.541 ,        19633.797 ,      6.721 ,                 0.061 ,118.567 ,             1.081 ,17.106              ,0.156                          , 132.58 ,             1.209 ,        39.36 ,                   0.359 , 288.397 ,             2.629 ,                  2153.523 ,                  1.63  ,           1.477 ,                         1.333 ,                0.309 ,                             1.725 ,                      1.131 ,                                    1.349 ,                           0.155 ,                              2.579 ,                          1.512 ,                          1.93  ,                          2.254 ,                   2.008 ,               2.012 ,0.361                ,               2.574
