country,year,iso_code,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_unit_energy,coal_co2,coal_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,energy_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,land_use_change_co2,land_use_change_co2_per_capita,oil_co2,oil_co2_per_capita,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2
Germany,2019,DEU,83148144.0,13.287,0.16,707.491,-47.32,-6.269,698.699,-47.05,-6.309,8.403,0.189,8.509,0.191,240.115,2.888,1180.015,91994.211,91657.812,64238.027,89.934,6835.945,-96.886,19370.816,44467.746,2.019,0.024,172.524,2.075,-8.792,-0.106,271.031,3.26,3697.411,0.822,1.91,1.678,1.635,2.829,5.529,3.744,8.292,0.495,2.866,-0.012,3.331,0.464,2.264,-0.191,2.19
Germany,2020,DEU,83328992.0,13.357,0.16,647.252,-60.239,-8.514,638.599,-60.1,-8.602,7.664,0.185,7.767,0.188,198.559,2.383,1193.373,92641.461,92296.414,64436.586,91.741,7007.003,-105.539,19625.246,41377.68,1.806,0.022,171.058,2.053,-8.653,-0.104,254.431,3.053,3447.96,0.818,1.849,1.625,1.396,2.753,5.453,3.71,8.167,0.494,2.847,-0.013,3.312,0.453,2.264,-0.201,2.334
Germany,2021,DEU,83408560.0,13.64,0.164,678.799,31.547,4.874,670.441,31.842,4.986,8.038,0.189,8.138,0.191,232.334,2.785,1207.013,93320.266,92966.852,64668.918,93.572,7186.758,-113.897,19868.039,42555.059,1.831,0.022,179.755,2.155,-8.358,-0.1,242.793,2.911,3549.456,0.806,1.844,1.63,1.551,2.68,5.376,3.676,8.044,0.493,2.829,-0.014,3.289,0.454,2.269,-0.193,2.109
Germany,2022,DEU,83369840.0,12.832,0.154,665.605,-13.194,-1.944,657.516,-12.925,-1.928,7.887,0.192,7.984,0.195,242.395,2.907,1219.844,93985.867,93624.367,64911.316,95.408,7338.644,-121.986,20116.223,40977.492,1.837,0.022,151.885,1.822,-8.089,-0.097,248.184,2.977,3416.287,0.799,1.792,1.586,1.593,2.615,5.301,3.643,7.924,0.492,2.803,-0.015,3.266,0.462,1.96,-0.188,2.089
Japan,1990,JPN,123686320.0,38.701,0.313,1157.196,135.514,13.264,1157.755,134.897,13.188,9.36,0.222,9.356,0.222,318.711,2.577,1024.541,28812.971,34295.062,11724.348,1.526,1035.611,5759.918,15015.679,42192.621,0.192,0.002,116.896,0.945,0.559,0.005,671.429,5.428,5218.65,7.84,5.086,4.147,3.663,8.366,3.567,2.384,2.68,0.019,1.309,0.906,5.582,0.074,3.052,0.011,7.263
Japan,1991,JPN,124073992.0,40.347,0.325,1168.897,11.702,1.011,1168.124,10.369,0.896,9.415,0.219,9.421,0.219,318.579,2.568,1064.888,29981.867,35463.188,12042.927,1.742,1160.653,5759.146,15689.469,43008.555,0.216,0.002,125.042,1.008,-0.773,-0.006,673.791,5.431,5336.243,7.95,5.032,4.146,3.698,8.35,3.607,2.417,2.7,0.021,1.398,0.899,5.629,0.079,3.199,-0.016,6.94
Japan,1992,JPN,124444696.0,41.666,0.335,1178.675,9.778,0.836,1177.315,9.191,0.787,9.461,0.218,9.471,0.219,312.947,2.515,1106.554,31160.543,36640.5,12355.875,1.95,1287.12,5757.786,16376.829,43327.996,0.209,0.002,126.467,1.016,-1.36,-0.011,687.36,5.523,5391.939,7.883,5.223,4.236,3.721,8.331,3.65,2.451,2.719,0.022,1.479,0.892,5.688,0.086,3.194,-0.026,7.462
Japan,1993,JPN,124779576.0,41.224,0.33,1171.687,-6.988,-0.593,1168.548,-8.768,-0.745,9.365,0.214,9.39,0.214,318.364,2.551,1147.778,32332.229,37809.051,12674.238,2.163,1416.485,5754.646,17049.588,43862.707,0.212,0.002,129.365,1.037,-3.139,-0.025,672.758,5.392,5473.17,7.478,5.139,4.184,3.741,8.297,3.689,2.483,2.737,0.024,1.555,0.884,5.738,0.091,3.181,-0.061,7.298
Japan,1994,JPN,125119264.0,42.297,0.338,1226.702,55.016,4.695,1227.102,58.555,5.011,9.807,0.216,9.804,0.216,326.152,2.607,1190.075,33558.93,39036.148,13000.391,2.395,1552.154,5755.047,17762.418,45380.562,0.232,0.002,135.668,1.084,0.4,0.003,712.832,5.697,5677.982,7.188,5.325,4.259,3.811,8.252,3.731,2.516,2.757,0.026,1.631,0.876,5.797,0.074,3.307,0.007,7.703
Japan,1995,JPN,125433968.0,42.142,0.336,1239.048,12.346,1.006,1235.181,8.079,0.658,9.847,0.207,9.878,0.208,336.098,2.679,1232.217,34797.977,40271.332,13336.489,2.918,1692.785,5751.18,18472.555,47580.195,0.523,0.004,140.632,1.121,-3.867,-0.031,710.136,5.661,5968.173,6.772,5.267,4.235,3.818,8.191,3.77,2.548,2.776,0.03,1.703,0.868,5.851,0.16,3.34,-0.069,7.604
Japan,1996,JPN,125726224.0,42.56,0.339,1251.546,12.498,1.009,1246.488,11.307,0.915,9.914,0.205,9.955,0.206,344.903,2.743,1274.777,36049.527,41517.82,13681.392,3.489,1839.202,5746.123,19180.232,48386.641,0.572,0.005,146.416,1.165,-5.057,-0.04,707.677,5.629,6083.47,6.701,5.161,4.121,3.822,8.13,3.806,2.577,2.796,0.035,1.772,0.86,5.895,0.163,3.33,-0.084,7.355
Japan,1997,JPN,126027984.0,39.926,0.317,1244.251,-7.295,-0.583,1237.176,-9.312,-0.747,9.817,0.2,9.873,0.201,350.437,2.781,1314.703,37293.777,42755.0,14031.828,4.071,1990.253,5739.048,19873.047,49199.973,0.582,0.005,151.051,1.199,-7.075,-0.056,692.814,5.497,6200.573,6.042,5.1,3.881,3.903,8.046,3.838,2.603,2.816,0.04,1.84,0.849,5.93,0.165,3.422,-0.095,7.093
Japan,1998,JPN,126308392.0,35.363,0.28,1204.403,-39.849,-3.203,1197.841,-39.335,-3.179,9.483,0.197,9.535,0.198,328.065,2.597,1350.066,38498.176,43952.836,14359.894,4.571,2144.838,5732.486,20549.951,48110.82,0.5,0.004,154.585,1.224,-6.562,-0.052,676.905,5.359,6076.8,5.371,4.95,3.928,3.755,7.942,3.865,2.627,2.832,0.043,1.903,0.841,5.956,0.149,3.446,-0.106,6.842
Japan,1999,JPN,126555064.0,35.01,0.277,1241.036,36.634,3.042,1233.557,35.717,2.982,9.747,0.2,9.806,0.201,346.075,2.735,1385.076,39739.215,45186.395,14705.968,5.112,2308.672,5725.007,21236.43,48803.297,0.541,0.004,163.835,1.295,-7.479,-0.059,686.478,5.424,6176.304,5.07,4.997,4.0,3.905,7.83,3.893,2.652,2.85,0.047,1.969,0.832,5.98,0.164,3.565,-0.125,6.773
Japan,2000,JPN,126803864.0,35.086,0.277,1263.755,22.718,1.831,1267.826,34.268,2.778,9.998,0.203,9.966,0.202,372.898,2.941,1420.161,41002.973,46454.223,15078.867,5.625,2477.367,5729.078,21913.602,49229.383,0.513,0.004,168.695,1.33,4.071,0.032,677.172,5.34,6242.476,4.863,4.956,4.106,4.05,7.714,3.919,2.677,2.871,0.05,2.031,0.826,5.997,0.148,3.566,0.076,6.589
Japan,2001,JPN,127065736.0,34.374,0.271,1249.162,-14.593,-1.155,1241.92,-25.906,-2.043,9.774,0.201,9.831,0.202,381.944,3.006,1454.536,42252.133,47696.141,15460.811,6.175,2645.2,5721.835,22569.059,48662.785,0.55,0.004,167.833,1.321,-7.242,-0.057,655.456,5.158,6183.373,4.559,4.865,4.044,4.125,7.59,3.941,2.701,2.893,0.053,2.087,0.819,6.006,0.164,3.529,-0.144,6.329
Japan,2002,JPN,127301744.0,32.417,0.255,1278.787,29.625,2.372,1268.997,27.077,2.18,9.968,0.205,10.045,0.207,399.075,3.135,1486.953,43530.918,48965.137,15859.886,6.701,2816.944,5712.045,23235.428,48643.801,0.526,0.004,171.744,1.349,-9.79,-0.077,666.369,5.235,6192.44,4.146,4.872,4.012,4.121,7.455,3.964,2.724,2.915,0.056,2.139,0.812,6.018,0.162,3.502,-0.182,6.447
Japan,2003,JPN,127502352.0,31.935,0.25,1287.292,8.505,0.665,1276.05,7.053,0.556,10.008,0.207,10.096,0.209,412.437,3.235,1518.888,44818.211,50241.188,16272.322,7.209,2994.083,5700.803,23891.852,48392.922,0.507,0.004,177.139,1.389,-11.243,-0.088,656.423,5.148,6170.211,3.713,4.656,3.811,3.919,7.3,3.981,2.744,2.934,0.059,2.189,0.803,6.022,0.147,3.485,-0.193,6.183
Japan,2004,JPN,127671288.0,31.276,0.245,1282.686,-4.607,-0.358,1271.396,-4.654,-0.365,9.958,0.204,10.047,0.206,420.397,3.293,1550.164,46100.898,51512.582,16692.719,7.687,3170.133,5689.512,24537.123,48887.336,0.479,0.004,176.05,1.379,-11.29,-0.088,645.272,5.054,6241.509,3.481,4.482,3.738,3.865,7.142,3.993,2.762,2.952,0.061,2.232,0.796,6.018,0.14,3.347,-0.209,5.86
Japan,2005,JPN,127798376.0,32.28,0.253,1290.145,7.459,0.581,1278.601,7.205,0.567,10.005,0.204,10.095,0.206,430.822,3.371,1582.444,47391.043,52791.184,17123.541,8.197,3344.815,5677.969,25179.404,49007.164,0.509,0.004,174.681,1.367,-11.544,-0.09,642.282,5.026,6263.036,3.349,4.36,3.708,3.729,6.981,4.002,2.779,2.967,0.063,2.269,0.789,6.012,0.146,3.25,-0.236,5.782
Japan,2006,JPN,127902168.0,31.991,0.25,1267.118,-23.026,-1.785,1255.47,-23.131,-1.809,9.816,0.201,9.907,0.203,427.929,3.346,1614.435,48658.16,54046.656,17551.471,8.751,3536.126,5666.32,25784.906,48855.34,0.555,0.004,191.312,1.496,-11.648,-0.091,605.501,4.734,6248.704,3.043,4.14,3.503,3.508,6.806,4.006,2.793,2.979,0.066,2.312,0.782,5.996,0.16,3.451,-0.223,5.401
Japan,2007,JPN,128006424.0,30.658,0.24,1302.837,35.718,2.819,1291.963,36.493,2.907,10.093,0.209,10.178,0.211,445.403,3.48,1645.093,49960.996,55338.617,17996.873,9.369,3743.875,5655.447,26392.994,48292.938,0.617,0.005,207.748,1.623,-10.874,-0.085,608.088,4.75,6181.806,2.715,4.136,3.583,3.483,6.62,4.009,2.807,2.989,0.069,2.36,0.775,5.981,0.18,3.625,-0.239,5.406
Japan,2008,JPN,128077632.0,28.553,0.223,1232.014,-70.823,-5.436,1222.123,-69.84,-5.406,9.542,0.201,9.619,0.203,426.679,3.331,1673.646,51193.012,56560.742,18423.553,9.936,3947.157,5645.556,26956.316,47418.41,0.567,0.004,203.282,1.587,-9.891,-0.077,563.322,4.398,6073.238,2.497,3.845,3.323,3.231,6.439,4.005,2.817,2.994,0.071,2.399,0.769,5.957,0.169,3.449,-0.209,5.027
Japan,2009,JPN,128117040.0,25.308,0.198,1163.057,-68.957,-5.597,1152.843,-69.28,-5.669,8.998,0.208,9.078,0.21,411.779,3.214,1698.954,52356.066,57713.582,18835.33,10.438,4148.168,5635.341,27472.646,43254.305,0.502,0.004,201.011,1.569,-10.214,-0.08,516.33,4.03,5541.613,2.153,3.693,3.139,3.159,6.253,3.997,2.822,2.998,0.073,2.436,0.762,5.927,0.152,3.497,-0.195,4.71
Japan,2010,JPN,128105432.0,24.321,0.19,1214.707,51.65,4.441,1203.942,51.1,4.432,9.398,0.204,9.482,0.206,446.473,3.485,1723.276,53570.777,58917.527,19281.803,10.914,4360.213,5624.577,27994.912,46114.938,0.476,0.004,212.046,1.655,-10.765,-0.084,522.267,4.077,5907.574,1.938,3.647,3.128,3.203,6.063,3.989,2.828,3.002,0.074,2.47,0.755,5.896,0.139,3.424,-0.208,4.61
Japan,2011,JPN,128007256.0,24.983,0.195,1264.631,49.924,4.11,1255.794,51.851,4.307,9.81,0.224,9.879,0.226,430.912,3.366,1748.258,54835.41,60173.32,19712.715,11.394,4606.912,5615.739,28547.701,43712.98,0.479,0.004,246.698,1.927,-8.837,-0.069,552.787,4.318,5595.579,1.852,3.672,3.167,2.925,5.872,3.981,2.834,3.001,0.076,2.519,0.749,5.872,0.133,3.871,-0.169,4.871
Japan,2012,JPN,127853688.0,25.625,0.2,1305.884,41.252,3.262,1300.087,44.293,3.527,10.169,0.234,10.214,0.235,450.418,3.523,1773.883,56141.293,61473.406,20163.133,11.886,4862.803,5609.942,29112.289,43428.844,0.492,0.004,255.891,2.001,-5.797,-0.045,564.589,4.416,5552.538,1.851,3.738,3.228,3.024,5.693,3.975,2.842,3.001,0.077,2.568,0.743,5.85,0.13,3.935,-0.108,4.91
Japan,2013,JPN,127678920.0,26.805,0.21,1315.192,9.309,0.713,1308.648,8.561,0.659,10.25,0.237,10.301,0.239,481.616,3.772,1800.688,57456.484,62782.055,20644.75,12.327,5118.11,5603.398,29654.205,43171.461,0.441,0.003,255.307,2.0,-6.544,-0.051,541.914,4.244,5512.085,1.858,3.733,3.264,3.213,5.524,3.969,2.849,3.006,0.078,2.613,0.737,5.823,0.114,3.906,-0.135,4.678
Japan,2014,JPN,127476728.0,26.557,0.208,1264.072,-51.12,-3.887,1258.506,-50.142,-3.832,9.872,0.234,9.916,0.235,473.327,3.713,1827.246,58720.555,64040.562,21118.076,12.778,5375.494,5597.833,30151.457,42146.168,0.451,0.004,257.384,2.019,-5.566,-0.044,497.252,3.901,5372.656,1.771,3.564,3.094,3.154,5.359,3.959,2.854,3.009,0.079,2.654,0.731,5.789,0.117,3.872,-0.107,4.279
Japan,2015,JPN,127250936.0,25.936,0.204,1223.169,-40.903,-3.236,1218.842,-39.664,-3.152,9.578,0.23,9.612,0.231,466.231,3.664,1853.182,59943.723,65259.406,21584.309,13.205,5620.722,5593.506,30628.33,41622.672,0.427,0.003,245.228,1.927,-4.327,-0.034,476.874,3.748,5296.524,1.796,3.449,2.966,3.18,5.214,3.947,2.856,3.012,0.08,2.685,0.725,5.749,0.111,3.615,-0.077,4.012
Japan,2016,JPN,126993856.0,25.969,0.204,1202.454,-20.714,-1.693,1199.07,-19.772,-1.622,9.442,0.229,9.469,0.23,456.862,3.598,1879.151,61146.176,66458.469,22041.17,13.664,5871.33,5590.121,31088.562,41172.285,0.46,0.004,250.608,1.973,-3.385,-0.027,460.232,3.624,5228.627,1.751,3.391,2.993,3.189,5.075,3.935,2.858,3.016,0.081,2.714,0.721,5.707,0.123,3.596,-0.074,3.833
Japan,2017,JPN,126662464.0,26.429,0.209,1186.802,-15.652,-1.302,1184.882,-14.188,-1.183,9.355,0.224,9.37,0.224,458.838,3.623,1905.58,62332.98,67643.352,22500.008,14.103,6115.989,5588.2,31536.559,41783.035,0.439,0.003,244.659,1.932,-1.921,-0.015,447.996,3.537,5292.342,1.757,3.294,2.919,3.167,4.946,3.92,2.859,3.019,0.081,2.737,0.716,5.662,0.113,3.436,-0.042,3.666
Japan,2018,JPN,126255872.0,26.183,0.207,1141.669,-45.133,-3.803,1140.846,-44.036,-3.716,9.036,0.217,9.043,0.217,442.189,3.502,1931.763,63474.652,68784.203,22942.195,14.531,6349.088,5587.377,31968.031,41694.16,0.428,0.003,233.099,1.846,-0.823,-0.007,431.473,3.417,5264.132,1.672,3.105,2.779,3.003,4.818,3.902,2.858,3.018,0.082,2.749,0.712,5.616,0.105,3.109,-0.019,3.517
Japan,2019,JPN,125791680.0,25.328,0.201,1104.54,-37.129,-3.252,1105.044,-35.802,-3.138,8.785,0.215,8.781,0.215,432.433,3.438,1957.091,64579.191,69889.242,23374.629,14.92,6572.299,5587.881,32383.48,40868.688,0.389,0.003,223.211,1.774,0.504,0.004,415.45,3.303,5140.941,1.568,2.982,2.654,2.945,4.692,3.881,2.854,3.017,0.082,2.755,0.708,5.568,0.089,2.929,0.011,3.356
Japan,2020,JPN,125244760.0,24.49,0.196,1039.796,-64.744,-5.862,1041.45,-63.594,-5.755,8.315,0.219,8.302,0.218,399.226,3.188,1981.581,65618.984,70930.695,23773.855,15.313,6794.081,5589.536,32770.344,38029.27,0.393,0.003,221.782,1.771,1.654,0.013,386.862,3.089,4762.967,1.5,2.97,2.65,2.806,4.572,3.862,2.851,3.013,0.082,2.761,0.705,5.531,0.099,2.935,0.039,3.549
Japan,2021,JPN,124612528.0,24.396,0.196,1062.129,22.333,2.148,1065.054,23.604,2.266,8.547,0.214,8.523,0.213,428.082,3.435,2005.977,66681.117,71995.75,24201.938,15.672,7005.129,5592.461,33160.941,39995.086,0.359,0.003,211.048,1.694,2.925,0.023,390.6,3.135,4983.889,1.441,2.885,2.589,2.857,4.454,3.842,2.847,3.01,0.083,2.758,0.701,5.49,0.089,2.664,0.068,3.392
Japan,2022,JPN,123951696.0,23.157,0.187,1053.798,-8.331,-0.784,1058.027,-7.027,-0.66,8.536,0.213,8.502,0.213,427.213,3.447,2029.133,67734.914,73053.773,24629.15,16.031,7209.953,5596.69,33551.543,39984.914,0.359,0.003,204.824,1.652,4.229,0.034,390.6,3.151,4956.198,1.442,2.837,2.552,2.807,4.35,3.821,2.842,3.007,0.083,2.754,0.698,5.447,0.09,2.643,0.098,3.288
United Kingdom,1990,GBR,57210444.0,7.295,0.128,601.945,20.369,3.502,605.843,18.798,3.202,10.59,0.242,10.522,0.24,252.69,4.417,360.712,62711.238,62058.359,52783.836,118.535,1775.648,2937.198,7668.651,43845.027,6.787,0.119,113.518,1.984,3.898,0.068,217.8,3.807,2508.394,1.478,2.646,2.17,2.904,2.945,7.763,4.313,12.066,1.45,2.244,0.462,2.851,2.622,2.964,0.075,2.356
United Kingdom,1991,GBR,57359452.0,5.994,0.105,609.413,7.468,1.241,611.95,6.106,1.008,10.669,0.239,10.624,0.238,253.623,4.422,366.706,63320.652,62670.312,53037.461,124.796,1897.341,2939.735,7887.042,44652.039,6.26,0.109,121.693,2.122,2.537,0.044,218.39,3.807,2561.217,1.181,2.623,2.172,2.944,2.875,7.619,4.272,11.89,1.477,2.285,0.459,2.83,2.285,3.113,0.051,2.249
United Kingdom,1992,GBR,57509240.0,5.456,0.095,593.846,-15.567,-2.554,584.43,-27.52,-4.497,10.162,0.23,10.326,0.233,237.747,4.134,372.163,63914.5,63254.742,53275.207,131.24,2019.637,2930.319,8105.488,44259.449,6.444,0.112,122.296,2.127,-9.416,-0.164,218.447,3.798,2545.327,1.032,2.631,2.103,2.827,2.802,7.487,4.232,11.722,1.51,2.321,0.454,2.815,2.663,3.088,-0.18,2.372
United Kingdom,1993,GBR,57647464.0,5.525,0.096,579.613,-14.233,-2.397,571.504,-12.926,-2.212,9.914,0.222,10.054,0.225,207.686,3.603,377.688,64494.113,63826.246,53482.895,137.875,2157.228,2922.21,8324.651,44663.285,6.636,0.115,137.591,2.387,-8.109,-0.141,219.163,3.802,2574.725,1.002,2.542,2.046,2.44,2.73,7.358,4.192,11.551,1.545,2.369,0.449,2.802,2.834,3.383,-0.158,2.377
United Kingdom,1994,GBR,57785900.0,6.368,0.11,574.017,-5.596,-0.965,570.041,-1.463,-0.256,9.865,0.224,9.934,0.226,195.376,3.381,384.056,65068.125,64396.289,53678.27,145.301,2302.683,2918.234,8540.388,44021.512,7.426,0.129,145.455,2.517,-3.976,-0.069,215.736,3.733,2543.823,1.082,2.492,1.979,2.283,2.663,7.234,4.15,11.383,1.572,2.419,0.444,2.787,2.359,3.546,-0.069,2.331
United Kingdom,1995,GBR,57930364.0,6.285,0.108,566.159,-7.858,-1.369,573.416,3.376,0.592,9.898,0.225,9.773,0.222,181.699,3.137,390.34,65634.289,64969.703,53859.969,153.642,2456.937,2925.492,8751.982,44062.301,8.341,0.144,154.254,2.663,7.257,0.125,211.595,3.653,2552.545,1.01,2.407,1.966,2.064,2.595,7.111,4.11,11.212,1.606,2.472,0.442,2.772,2.555,3.664,0.129,2.266
United Kingdom,1996,GBR,58078584.0,6.416,0.11,586.761,20.602,3.639,600.16,26.744,4.664,10.334,0.224,10.103,0.219,173.072,2.98,396.757,66221.047,65569.867,54033.039,162.349,2634.479,2938.892,8968.875,46080.582,8.707,0.15,177.543,3.057,13.4,0.231,216.892,3.734,2676.295,1.01,2.42,1.984,1.918,2.53,6.991,4.07,11.041,1.637,2.538,0.44,2.757,2.484,4.038,0.223,2.254
United Kingdom,1997,GBR,58250192.0,6.71,0.115,562.708,-24.053,-4.099,568.993,-31.168,-5.193,9.768,0.216,9.66,0.214,154.729,2.656,403.467,66783.758,66138.859,54187.766,169.56,2817.366,2945.176,9176.619,45150.043,7.211,0.124,182.887,3.14,6.285,0.108,207.743,3.566,2629.999,1.015,2.307,1.785,1.723,2.469,6.873,4.026,10.873,1.651,2.604,0.436,2.738,2.043,4.144,0.084,2.127
United Kingdom,1998,GBR,58438320.0,6.838,0.117,568.544,5.836,1.037,563.562,-5.431,-0.954,9.644,0.213,9.729,0.214,154.088,2.637,410.306,67352.297,66702.414,54341.855,177.008,3008.727,2940.195,9381.552,45378.082,7.448,0.127,191.361,3.275,-4.981,-0.085,204.934,3.507,2651.819,1.039,2.337,1.848,1.764,2.414,6.762,3.986,10.716,1.669,2.67,0.431,2.719,2.212,4.266,-0.081,2.071
United Kingdom,1999,GBR,58635204.0,6.531,0.111,561.65,-6.894,-1.213,556.0,-7.562,-1.342,9.482,0.211,9.579,0.213,138.313,2.359,416.836,67913.945,67258.414,54480.168,183.179,3213.959,2934.545,9583.216,45017.871,6.171,0.105,205.231,3.5,-5.65,-0.096,201.663,3.439,2639.632,0.946,2.262,1.803,1.561,2.356,6.653,3.947,10.559,1.675,2.741,0.427,2.698,1.869,4.466,-0.094,1.99
United Kingdom,2000,GBR,58850044.0,6.332,0.108,569.034,7.384,1.315,569.675,13.675,2.46,9.68,0.214,9.669,0.214,144.443,2.454,423.168,68482.984,67828.094,54624.613,189.625,3424.09,2935.187,9781.454,45275.645,6.446,0.11,210.131,3.571,0.642,0.011,198.238,3.369,2664.474,0.878,2.231,1.845,1.569,2.299,6.545,3.909,10.401,1.68,2.806,0.423,2.677,1.856,4.442,0.012,1.929
United Kingdom,2001,GBR,59092016.0,5.844,0.099,577.971,8.937,1.571,577.789,8.114,1.424,9.778,0.215,9.781,0.215,153.534,2.598,429.012,69060.953,68405.883,54778.148,196.118,3634.25,2935.005,9980.104,45559.023,6.493,0.11,210.16,3.556,-0.182,-0.003,198.651,3.362,2692.175,0.775,2.251,1.881,1.658,2.239,6.442,3.874,10.25,1.688,2.867,0.42,2.656,1.933,4.419,-0.004,1.918
United Kingdom,2002,GBR,59355688.0,5.988,0.101,560.273,-17.697,-3.062,562.007,-15.782,-2.732,9.468,0.214,9.439,0.213,141.691,2.387,435.0,69621.227,68967.891,54919.836,202.296,3841.28,2936.739,10176.234,44332.898,6.179,0.104,207.03,3.488,1.733,0.029,196.13,3.304,2631.41,0.766,2.135,1.777,1.463,2.181,6.339,3.837,10.093,1.694,2.917,0.417,2.636,1.903,4.221,0.032,1.897
United Kingdom,2003,GBR,59649800.0,5.868,0.098,571.619,11.346,2.025,575.938,13.931,2.479,9.655,0.216,9.583,0.214,153.103,2.567,440.868,70192.852,69543.828,55072.941,207.859,4049.743,2941.058,10370.632,44750.703,5.563,0.093,208.462,3.495,4.319,0.072,194.397,3.259,2669.371,0.682,2.067,1.72,1.455,2.119,6.234,3.798,9.93,1.691,2.961,0.415,2.614,1.614,4.101,0.074,1.831
United Kingdom,2004,GBR,59995852.0,5.977,0.1,573.43,1.811,0.317,579.987,4.049,0.703,9.667,0.216,9.558,0.213,147.662,2.461,446.845,70766.273,70123.812,55220.602,213.478,4261.477,2947.615,10568.584,44856.602,5.619,0.094,211.734,3.529,6.557,0.109,197.952,3.299,2691.21,0.665,2.004,1.705,1.358,2.059,6.129,3.76,9.765,1.69,3.001,0.412,2.592,1.64,4.025,0.122,1.798
United Kingdom,2005,GBR,60383740.0,5.941,0.098,570.338,-3.091,-0.539,613.705,33.718,5.814,10.163,0.226,9.445,0.21,148.033,2.452,452.786,71336.617,70737.516,55368.633,219.469,4466.915,2990.982,10769.032,44937.305,5.991,0.099,205.438,3.402,43.367,0.718,200.448,3.32,2713.482,0.616,1.927,1.78,1.281,1.997,6.024,3.724,9.595,1.691,3.031,0.416,2.571,1.722,3.822,0.887,1.804
United Kingdom,2006,GBR,60803700.0,5.893,0.097,567.846,-2.493,-0.437,589.968,-23.737,-3.868,9.703,0.22,9.339,0.212,160.844,2.645,458.679,71904.461,71327.492,55529.48,224.741,4661.041,3013.105,10966.215,44057.82,5.272,0.087,194.126,3.193,22.123,0.364,197.183,3.243,2678.878,0.561,1.855,1.646,1.318,1.934,5.919,3.686,9.423,1.686,3.048,0.416,2.55,1.517,3.502,0.423,1.759
United Kingdom,2007,GBR,61260680.0,6.117,0.1,559.566,-8.279,-1.458,577.295,-12.674,-2.148,9.424,0.222,9.134,0.215,150.844,2.462,464.796,72464.023,71904.781,55680.324,230.158,4857.561,3030.833,11162.375,42517.129,5.417,0.088,196.52,3.208,17.728,0.289,196.16,3.202,2604.628,0.542,1.776,1.601,1.18,1.87,5.815,3.648,9.248,1.684,3.062,0.415,2.529,1.578,3.43,0.389,1.744
United Kingdom,2008,GBR,61742152.0,5.205,0.084,544.932,-14.634,-2.615,555.837,-21.458,-3.717,9.003,0.217,8.826,0.213,139.219,2.255,470.0,73008.953,72460.625,55819.543,234.908,5060.216,3041.738,11351.175,41451.902,4.75,0.077,202.655,3.282,10.905,0.177,188.8,3.058,2559.33,0.455,1.701,1.511,1.054,1.808,5.712,3.609,9.072,1.677,3.075,0.414,2.508,1.419,3.438,0.23,1.685
United Kingdom,2009,GBR,62243384.0,3.721,0.06,494.108,-50.825,-9.327,501.791,-54.046,-9.723,8.062,0.206,7.938,0.203,113.823,1.829,473.722,73503.062,72962.406,55933.363,239.789,5248.286,3049.422,11531.439,39040.559,4.881,0.078,188.07,3.022,7.684,0.123,180.264,2.896,2430.017,0.317,1.569,1.366,0.873,1.744,5.612,3.568,8.902,1.673,3.082,0.412,2.488,1.477,3.272,0.147,1.644
United Kingdom,2010,GBR,62760048.0,3.792,0.06,511.905,17.797,3.602,518.709,16.917,3.371,8.265,0.209,8.157,0.206,118.03,1.881,477.514,74014.977,73481.117,56051.391,244.527,5450.213,3056.226,11711.287,39540.008,4.738,0.075,201.927,3.217,6.804,0.108,179.848,2.866,2481.533,0.302,1.537,1.348,0.847,1.68,5.511,3.527,8.728,1.666,3.088,0.41,2.467,1.388,3.261,0.131,1.587
United Kingdom,2011,GBR,63286360.0,4.097,0.065,469.713,-42.191,-8.242,480.352,-38.357,-7.395,7.59,0.205,7.422,0.201,117.15,1.851,481.61,74484.688,73961.469,56168.543,248.98,5618.449,3066.864,11883.347,37007.074,4.453,0.07,168.236,2.658,10.638,0.168,172.06,2.719,2342.043,0.304,1.364,1.211,0.795,1.618,5.407,3.484,8.55,1.656,3.072,0.409,2.444,1.239,2.64,0.204,1.516
United Kingdom,2012,GBR,63808728.0,3.724,0.058,487.477,17.763,3.782,504.416,24.065,5.01,7.905,0.212,7.64,0.205,148.005,2.32,485.334,74972.156,74465.883,56316.551,252.626,5776.688,3083.804,12053.635,37292.91,3.646,0.057,158.24,2.48,16.94,0.265,170.288,2.669,2379.613,0.269,1.395,1.252,0.994,1.558,5.308,3.442,8.382,1.639,3.05,0.408,2.422,0.966,2.434,0.317,1.481
